post_id,text,label
M.1744983463.A.6FD,"題 
 雞腿 現在 批發 T5 雞腿 
 查 2X 元 
 吃 食材 成本 占 3成 
 雞腿 3成 
 加上 人工 店租 菜 成本 
 現在 店家 賣 80 元 
 雞腿 便當 賣 80 到底 賺 
 沒 八卦 


--",
M.1745020684.A.42F,本來 納粹 意象,
M.1744988435.A.373,"大大晚安 吃飽 賈霸委 
 本魯 肥宅 今天 吃 漢堡王 雙層 牛肉堡 舒服 
 
 周末 朋友 家 玩 天黑 閉眼 狼人 殺 
 原本 團康 遊戲 沒想到 挺 有趣 
 上台 瘋狂 嘴砲 
 
 魯 玩 狼 太 難 
 一下 抓出來 
 
 場 十 狼 隻 三成 少數 派 
 投票 投輸 表決 不會 
 
 贏 太 難 ? ? 
 
 究竟 ~~ 少數 派 人狼 滅 村 乾五 掛謀 

--
 廟堂 之上 朽木 為官 殿陛 之間 禽獸 食祿 
 狼 心 狗行 輩 滾滾 當朝 奴顏婢膝 徒 紛紛 秉政 
 社稷 丘墟 蒼生塗炭 

--",
M.1745040027.A.A52,"udn/ 翁 成 

 419 守護 台灣 大麻 合法化 遊行   北市警 公布 交管圖 
 
 反共 網紅 八炯 號召 拒絕 統戰 守護 台灣 大會 明天 下午 凱達格蘭大道 舉行 
 包括 議員 苗博雅 立委 黃捷 曹興誠 波特王 呱吉 楊淑雅 到場 轄區 警方 
 公布 交管圖 呼籲 民眾 配合 員警 指揮 
 
 中正 警方 指出 拒絕 統戰 守護 台灣 集會 活動 4月 19日 0時 凱達格蘭大道 
 中山南路 公園路 東 西 雙向 全 線 車道 管制 車輛 通行 搭設 舞台 音響 硬體 設備 
 預計 當日 24時 活動 撤場 結束 始 開放 車輛 通行 
 
 時間 大麻 合法化 倡議 團體 綠色 浪潮 濟南路 一段 立法院 群賢樓 旁 舉 
 辦 第7 屆 大麻 遊行 警方 4月 19日 8時 濟南路 一段 中山南路 鎮江街 西 全 
線 車道 東 內側 1 線 車道 管制 車輛 通行 

 遊行 當天 下午 4點半 出發 路線 濟南路 一段 立法院 群賢樓 前 集合 出發 右轉 中
山南路 東側 慢車道 右轉 青島東路 右轉 林森南路 右轉 仁愛路 一段 南側 慢車道 迴轉 信
義路 一段 北側 慢車道 左轉 林森南路 左轉 濟南路 一段 集會 解散 

 警方 指出 次 集會 活動 期間 行經 相關 管制 區域 路線 公車 台北市 公共 運輸處 協調 
 公車 業者 配合 改道 行駛 民眾 欲 查詢 公車 改道 路線 電洽 台北市 公共 運輸處 電洽 
 站牌 公車 調度站 查詢 相關 資訊 

 警方 維護 活動 交通 秩序 安全 彈性 管制 集會 現場 周邊 路段 視 現場 狀況 人
數 擴大 周邊 交通 管制 範圍 駕駛人 行經 管制 區域 務必 提高 警覺 小心 駕駛 遵 
守 員警 義交 指揮 疏導 減速 慢 行 共同 維護 交通 順暢 安全",
M.1744968061.A.A44,"題 
 
 人妻 女 同事 今天 露 深 v

 小心 近距離 看到 

 發現 好像 真的 

 感覺 軟 
 
 螢幕 看到 d奶 完全 
 
 現場 差 
 
 處男 自處 

 掛 

-----
Sent from JPTT on my Samsung  SM-A146 P.

--",
M.1744994900.A.629,"記得 小時候 
 台灣 堆 教育 
 提倡 守 孝道 
 列舉 堆 故事 
 守 孝道 
 周圍 批評為 不孝子 
 知 
 台灣 突然 莫名其妙 沒 提倡 孝道 
 現在 代 年輕人 
 幾乎 找 父母 孝順 
 想要 
 長輩 講 話 完全 聽 
 逢年 過節 出國 玩 
 回去 探望 父母 
 平時 電話 不會 
 過去 相比 
 根本 整 廢 笑 
 
 沒 發現 台灣 突然 沒 提倡 孝道 
 鄉民 沒 意識 件 事情 
 真是 豈有此理 
 
--",
M.1744971890.A.B14,"次 間 全 台 剩 家 吃到飽 餐廳 
 
 看到 不少 老外 很多 盤 沒 吃完   結帳 惹 
 
 想到 洋化 重 企鵝妹 常常 沒 吃完 喊 nono   哀 富 
 
 老外 習慣 盤 食物 吃完 

--",
M.1745035548.A.832,"逛 菜市場 看到 賣 馬鈴薯 
 
 順口 問 斗南 出產 

 老闆 問 外行人 
 
 斗南 出產 馬鈴薯 
 
 內行人 買 台農 4號 品種 
 
 芽眼 少 偏 白 賣相 
 
 耐 煮 咖喱 搭配 
 
 炸 特別 酥脆 炸 薯片 好吃 




 最近 馬鈴薯 
 
 台農 4號 馬鈴薯 內行人 買 




--",
M.1744963904.A.5B8,"小孩子 磚塊 砸 車 
 
 小孩子   畢竟 小孩子 
 
 車 舊 
 
 新 話 
 
 舊 開口 七萬八萬 
 
 難道 覺得 獅子大開口 ? ? 
 
 凹下去 馬桶 吸盤 拉 拉 ? ? 

--",
M.1744987825.A.4E3,"1. 媒體 來源 : 
yahoo 新聞 
 李東陞   顧守昌 方志成 
 
 小孩 石頭 磚塊 砸 車 苦主 估 維修費 7 8萬   家長 頂多 1萬5 
 
 台南 歸仁 處 國小 旁 日前 住戶 車子 不明 原因 石頭 磚塊 砸 住戶 調閱 監視器 過後 
 發現 2 名 小朋友 學校 丟 過去 車子 弄得 傷痕累累 事 住戶 進行 求償 雙方 談不
攏 車子 估價 修 7 8萬 元 小朋友 家長 願意 賠償 15000 元 

 苦主 拍下 畫面 竟然 小孩子 石頭 磚頭 汽車 猛 砸 

 受害 住戶 連續 兩 天 車子 石頭 上面 石頭 下面 石頭 石
頭 磚塊 

 車子 成 小孩子 找 樂子 目標物 砸到 傷痕累累 玻璃 重傷 之外 車頭 大大小小 
 石頭 留在 車子 

 受害 住戶 學校 監視器 拍到 兩 小朋友 車 放 好好 
 丟到 太 扯 15000 元 兩 孩子 總共 賠償 15000 元 
 15000 不可能 現在 物價 高 鈑金 不可能 15000 元 

 台南 歸仁 處 國小 旁 住家 4月 15 16日 住戶 車 連續 兩 天 石頭 砸 竟然 小朋友 
 下課 時間 調皮 直接 校園 土 裡 石 頭 旁邊 車子 丟 住戶 後來 抓 
準 時機 堵 直接 拍到 2 名 小孩 丟擲 過程 事 家長 調解",
M.1744958824.A.46E,"包莖 噁賴 
 
 TM 臭 北 
 
 陳年 起司 味兒 
 
 相較於 肥宅 油耗 味兒 
 
 簡直 不遑多讓 …


 小妹 好奇 
 
 猶太人 
 
 強制 割包皮 
 
 台灣 

 導致 堆 臭 包莖 ? 

O_o

--",
M.1744987518.A.063,"….

 艱難 
 
 天 電腦 斷層 
 
     方面 
 
 信 神 
 
 希望 誤會 
 
 今天 歐 

 十 抽 兩 學姊   讚讚 
 
 週末 奶子",
M.1744988324.A.AA5,"中時 新聞網 
2025/04/18 22:41 
史晏寧 


 21 歲 女星 帳 罵 隊員 歐巴桑   毒舌 貼文 外流 工作 遭 全面 暫停 

　　 日本 女團 早安 少女組 '25 21 歲 成員 北川莉央 近日 個人 帳 遭到 外 
流 帳號 很多 批評 隊友 毒舌 言論 坦承 內容 寫 經紀
 公司 祭出 懲處 暫停 演藝 活動 要求 好好 反省 

　　 近日 北川莉央 個人 小帳 貼文 遭到 外流 內容 包含 抱怨 諷刺 隊友 生田 前輩 今
 天 沒 打招呼 牧野 誇張 舞姿 重重 砸到 麥克風 造成 受傷 前輩 絕
 背後 壞話 笑死 講 完全 歐巴桑 牧野
 綁 雙 馬尾 上火車 嚇人 

　　 北川莉央 小帳 外流 事 所屬 經紀 公司 Up Front  Promotion 發 聲明 表示 近日 
 發現 違反 Hello!  Project 早安 家族 規則 事件 北川 已經 承認 事實 北
川莉央 提出 想要 暫停 活動 考慮到 成員 心情 北川莉央 能夠 反省 重新 
 審視 暫停 活動 段 時間 

　　 北川莉央 道歉 表示 成熟 行為 粉絲 擔心 不
好 感受 真的 非常 抱歉 已經 位 傷害到 成員 當面 道歉 
 網路 流出 內容 北川莉央 解釋 大學 關係 女性 友人 社交 平台 
 互相 分享 日常 工作 內容 交流 過程 寫 誇張 充
 理解 意思 情況 使用 恰當 表達 意識到 非常 輕率 行為",
M.1745025734.A.7F0,"講 
刺魚 簡單 
 難 融入 環境 
 
 靠近 不能 
 發現 
魚 有所 警覺 
 覺得 難 刺中 
 
 刺 
 刺 機會 
 
 刺 魚 簡單 
 先 泡 水 裡 小時 不要 動 
 
魚 自然 放鬆 警惕 
 刺 
 
 狩獵 技巧 
 參考 

--",
M.1745029043.A.B02,"
 台灣 司法 月亮 初一十五 
 
 初一 心情 沒 證據 敢 押 
 
 高層 難 認 知情 
 保 請回 

 十五 毛 賣 沒 證據 想 押 
 
 身為 高層 難 認 事 影響力 
 恐 串供 滅證 嫌 
 收押 禁見 
 
 基本 簡單 講 
 
 感覺 沒 專業 
 現在 想 司法官 過過 乾癮 
 筆試 畫 C
 應該 考 
----
Sent  from",
M.1744967839.A.75D,"真 敢 相信 兩 小孩 媽媽 當初 2016年 審 勞基法 一例一休 特休假 案
子 林 簽到 離開 党 奮鬥 最後 
 
 遭到 自由時報 記者 曾韋禎 發文 抨擊 享用 民進黨 資源 聖人 背叛 
 民進黨 最後 公開 林淑芬 兒女 姓名 
 
 最後 臉書 道歉 求 党媒 撤下 兒女 姓名 當時 禮貌 鄉民團 講話 
 
 
 如今 看來 林 已經 徹徹底底 融入 党 言行 舉止 党 行動 真的 可悲 
 
 兩 孩子 媽 罵 臭 俗仔 知道 小孩 想 全 臺灣 父
 母親 看到 媽媽 教導 孩子 謾罵 
 
 種 做法 像是 小時候 現在 討厭 種 明明 敢 
靠背 孬 爛 
 
 發生 年紀 小朋有 身 霸凌 水池 旁 知道 敢 跳下去 游 
泳 高 牆 旁 知道 敢 跳 臭俗仔 
 
 成熟 思考 小朋友 容易 賭氣 真的 跳下去 最終 可能 造成 遺憾 .... 
 
 林淑芬 教導給 兩 小朋友 方式 林淑芬 示範 全 國 父母 
 親 教導 小朋友 方式 
 
 真的 太 可悲 ... . 
 過去 抱不平 真的 言 

--",
M.1745029924.A.D97,"題 
 坐 書桌 前 
 突然 2 隻 鳥 飛到 陽台 欄杆 
 陽台 拉 屎 走 
 鳥 陽台 拉屎 注意 
 沒 八卦 


--",
M.1744993001.A.EAE,"245% 關稅 中國 真實 社會 現狀 奉陪 到底 變成 惡夢   工廠 關停 潮 捲 全 國  億 丟 飯碗 
 月薪 跌回 解放 前",
M.1744989317.A.D9B,"

 今天 看到 4 篇 文 

1 . 高雄 “ 公民 團體 ” 莫名其妙 警察 帶走   高齡 85 歲 照樣 帶走 

2 . 高雄   高師大 門口   便衣 條子   抓 抓   強制 壓上 警車 載走 

3. 電腦 公司 玩不起   活動 翻車   電腦   提告 活動 參與   被告 支付 千萬 訴訟費 

4 . 繼承 20 前 死亡 親屬 1000萬 負債   銀行 態度 硬   收 筆 錢   輩子 銀
行 牛 馬 




 既視感 

 超像 賭博 默示錄 欸 
 
 灌 莫須有 罪名 
 
 欠 錢 
 
 逼 財團 

 簽下 賣身契 

 工作 永遠 




 情況 

 八卦 

--",
M.1744970759.A.77E,"柯文哲 說詞 
 民進黨 派 中間人 跑來 牽勾仔 
 民進黨 願意 珊昌 配 
 陳永興 電話 
 聯絡 陳永興 
 主動 撥給 陳永興 

“ 陳永興 證明 ” 
 柯 陳 說法 一致 
 柯文哲 撥給 陳永興 
 
 覺得 柯文哲 回應 奇怪 
 如果說 民進黨 同意 珊昌配 
 電話 
 賴清德 柯建銘 
 撥給 
 民進黨 不相干 陳永興 
 怪 洨
 
 再來 覺得 動作 設套 
 正常人 第一 反應 
 媽 先 抓 陳永興 電話 中間人 
 出來電 
 告 中間人 擺 第一 
 跑去 先 告 吳錚 
 
 中間人 曝光 實情 
 吳錚 講 字 正確 
 官司 輸",
M.1745029072.A.F53,"信 不信 台北市 發生 群 議員 
 
 蔣萬安 問責 市長 下台 負責 
 
 外面 憨 鳥 掛 布條 警總 復辟 白色恐怖 再現 
 
 發生 暖市 個案 記 次 乖乖 喔 
 
 市長 依然 神遊 天下 太平 ～
-----
Sent  from JPTT  on  my  iPhone 

--",
M.1745034473.A.187,"老夫 好像 3 號 

 戴 8 錶 送 保養 + 拋光 一下 

 沒想到 1 = =

 今天 終於 通知 取 件 = =

 送 2 延長 保固 新 勞力士 隨身袋 真 錯看 ☺",
M.1744960807.A.948,"當年 全民 瘋 RO N 帳號 

 不用 練 合法 黑窗 

 省下來 時間 拿來 唸書 

 話 說回來 

RO 黑窗 掛到 寶物 


--",
M.1744986779.A.5A0,"連戰 鬥藍 趙少康 認為 

 抄名單 
 
 明顯 八卦仔 護航 
 
 趙少康 承認 耶 
 
 智商 正常 
 
 看得出來 種 亡靈 大軍 簽法 
 
 可能 沒 問題 
 
 檢察官 辦 裝聾作啞 ! 
 
 顯而易見 犯罪 裝聾作啞 
 
--",
M.1745040302.A.1B9,"剛剛 You Tube 
 中國 古代 歷史 
 很多 元朝 後面 加害 漢人 
 漢人 滅 元朝 建立 明朝 
 後來 明朝 變成 加害人 加害 百姓 
 最後 滅 
 種 歷史 屢見不鮮 
 最近 發生 
-----
 Sent  from JPTT  on  my  iPhone 

--",
M.1744985728.A.D02,"發現   寫 小說   寫 散文   寫信   表現 
 
 算 基本 數學   不行 
 
 常常 亂算 通 
 
 後來 想通 一點 釋懷 


 文組 


--",
M.1744965731.A.FBC,"幹你娘 
 
 非核 家園 真的 有夠 白癡 
 
 媽 隨便 找 胸腔 外科 醫生 
 
 問 一下 
 
 近  肺 腺癌 有沒有 媽 年輕化 
 
 幹 你娘 機 掰 
 
 以前 肺 腺癌 65 歲 專利 
 
 現在 不時 聽到 30 歲 
 
 隨便 一下 LDCT 

 低能兒 

 幹你娘 
 
 媽 非核 時侯 
 
 操 

 操 媽 非核 家園 
 
 低能兒 
 
 看到 篇 文 
 
 最好 媽 一下 
 
 肺 長 台灣 價值 

 幹 

--",
M.1744982719.A.B3A,17:39 2025/04/18  中時  林偉信,
M.1744989337.A.022,"梨泰院 事件 
 
 事件 
 
 影片 越來越 
 
 推特 影片 超級 恐怖 
 
 擠到 死 堆 
 
 梨泰院 事件 八卦 
 
--",
M.1744957909.A.DBB,"台灣 綜藝 節目 主持 風格 長期 淪於 腥羶色 
 
 努力 等級 提升到 美式 幽默 
 
 場景 帶到 網球 女 選手 次 揮擊 聲 大聲 
 
 女 網球 選手 回到 家 
 
 開 冰箱 喝 飲料 
 
 發出 打網球 吼叫聲 ! 
 
 搞笑 
 
 台灣 境界 ? 

--",
M.1744979897.A.A3B,"1 . 媒體 來源 : 

風 傳媒 

2 . 記者 署名 : 

 戴祺修 

3 . 完整 新聞 標題 : 

 幕後 蔣萬安 提 倒閣 沒 逼 宮 藍營 罷免 情勢 不妙 　 朱立倫 接 接 球 成 政治 豪賭 

4. 完整 新聞 內文 : 

 一連串 死亡 連署 司法 動作 終於 國民黨 中央 主席 朱立倫 坐不住 17日 晚間 6時 
 發動 支持 集結 台北 地檢署 北檢 外 朱立倫 改 溫良恭儉讓 翻過 拒馬 抗議 外 台
北市長 蔣萬安 不顧 警察局長 李西河 活動 違法 集會 決定 出席 跌破 眼鏡
",
M.1745039963.A.D47,"老 職弟 出門 散心 
 
 店家 看到 隻 浪浪 
 
 摸 兩 四體 大開 露出 蛋蛋 屁眼",
M.1744980818.A.0B3,"肥宅 晚安 R  o'_' ; o

 偶 盆友 船賴給偶 
 
 看到 女森 
 
 五官 端正   眼 ㄋㄟㄋㄟ 
 
 身材  >///<
 
 鼻子 顆 痣 ==

 問 一下 八卦 肥宅 
 
 顆 痣 扣分 
 
 面相 上面   種 女森 特徵 
 
 喜 翻 ㄘ 香菜 
 
 八卦 ?  o'_' ;",
M.1744965074.A.DFD,"餓死 抬頭 
 
 肥宅 攜 家 帶 眷 大阪 自由行 
 明後天 海遊館 機場 之外 
 已經 沒 行程 跑 
 感覺 景點 已經 
 京都   奈良   心齋橋   動物園   天王寺   大阪城 
 行程 排 
 大阪通 救救 

 對了 
 肥宅 2 1 推 推車 
 
 卦 

--",
M.1744990986.A.D25,"おおおおおおおい 

 皆 さん ～だがほ

わし 冠宇 ですら～

 事情 　

 知道 　 八卦 肥宅 　

 單線道 快 紅燈 場景 
 
 碰到 種 機掰 

１ ． 正常 速度 開 　 直走 　 看到 黃燈 打燈 發現 急 踩 煞車 

２ ． 慢慢 開 　 看到 黃燈 加速 　 留 第一 紅燈 

３ ． 馬自達 車主 　塞 路 造成 交通 堵塞 
 
 覺得 　 種 　醉 雞掰 
 
 乾屋 八卦 

--",
M.1745019616.A.368,"自慰 中國 數學 從來 沒 領先 西方 
 以前 領先 後來 追上 落後 
 從頭到尾 沒 領先 真相 
 
 截圖 講 測量學 整體 數學 
 測量學 只不過 數學 領域 底下 分科 
 分科 追 近似值 領先 等於 整體 數學 領域 領先 
 
 西元 前 古希臘 歐幾里得 發展出 公理 證明 體系 
 中國 數學 已經 完全 落後 西方 術 道 差距 
 落後 兩千多 狠狠 甩開 今天 落後",
M.1744979806.A.9D5,"1. 媒體 來源 : 公視 新聞網 
2. 記者 署名 : 林健生   王龍韜 
3. 完整 新聞 標題 : 詐團 勾結 記帳士 設 21 人頭 公司   不法 所得 達 1.5億 元 
4. 完整 新聞 內文 : 

 發布 時間 2025/4/17 14:23  更新 時間 2025/4/17 15:59 

 台中 詐騙 集團 名 記帳士 勾結 銀行 申請 21 人頭 公司戶 假 投資 被害人 匯款 
 檢警 （2024） 7月 啟動 搜索 帶回 陳姓 主嫌 12 初步 清查 被害人 10多 不法 
 金額 達 1.5億 元 大多 退休 民眾 詐騙 3000多萬 元 警方 表示 銀行 個
 人戶 防 詐 嚴格 詐騙 集團 記帳士 勾結 方便 提領 筆 金額 

 警方 進到 透天厝 逮捕 詐騙 集團 陳姓 主嫌 警方 搜出 手機 公司 大小章 證物 逮捕 
 共犯 

 警方 調查 陳姓 主嫌 為首 詐騙 集團 具有 記帳士 證照 莫姓 女子 勾結 銀行 申請 
 達 21 人頭 公司戶 全 假 投資 被害人 匯款 莫姓 記帳士 身分 
 隱匿 金流 躲避 銀行 阻詐 

 台中市 刑大 偵四隊 隊長 唐惠政 說明 匯入 金額 記帳士 沒辦法 解釋 
 相關 人士 匯款 申設 公司 行號 帳戶 認為 廣 設 公司 行號 正常 
 商業 行為 

 警 方 表示 全 國 積極 詐 銀行 端 個人戶 提領 筆 金額 提高 警覺 名 記帳士 利用 
 公司 貨款 工程款 名義 銀行 提領 筆 現金 警方 去年 7月 啟動 搜索 一舉 逮捕 
12 不法 金額 達 1.5億 檢方 起訴 10 

 律師 指出 記帳士 協助 納稅 義務人 記帳 納稅 協助 犯罪 涉及 刑責 犯罪 
 所得 追償 

 律師 徐承蔭 指出 記帳士 執行 業務 過程 之中 知道 納稅 義務人 公司 
 行號 從事 不法 行為 可能 知道 公司 犯罪 行為 覺得 沒關係 
 可能 幫助 犯罪 共犯 情形 裡面 

 律師 表示 記帳士 從事 業務 明知 不實 事實 協助 犯罪 構成 刑法 詐
欺 罪嫌 涉及 偽造 文書 洗錢 防制 法 參與 犯罪 分工 涉及 組織 犯罪 條
 例 記帳士 資格 遭 除名 

 黃瑀喬 / 編輯 

5. 完整 新聞 連結   短網址 不可 YAHOO LINE MSN 轉載 媒體 :",
M.1744969889.A.8E9,"聯合 

影 ／ 玉管處 認了 黑熊 咬死 家狗   會同 專家 捕捉 野放 

 2025-04 -18 15:42   聯合報 ／   記者 江良誠 ／ 南投 即時 報導 
 
 花蓮縣 卓溪鄉 中正 部落 工寮 傳出 黑熊 入侵 吞 吃 繫綁 3 隻 飼養犬 鄉民 人心惶惶 玉管
處 表示 黑熊 軌跡 判斷 應 玉管處 委託 台灣 黑熊 協會 調查 成年 公 熊 玉管處 專家 
 討論 放置 相機 監測 發現 黑熊 捕捉 重新 野放 

 玉管處 保育 台灣 黑熊 有成 最近 頻傳出 黑熊 蹤跡 主要 活動 區域 園區 東部 花蓮縣 卓溪 
鄉 山區 最多 近來 玉山 主峰線 塔塔加 楠梓仙溪 南橫 梅山 發現 黑熊 身影 總數 約 20
0 300 隻 之間 山友 登山 遇見 黑熊 黑熊 活動 靠近 山區 部落 入侵 農場 捕食 飼養 
 家禽 偷吃 蜂蜜 

 玉管處 表示 次 黑熊 吞 吃 犬隻 第一 次 發現 畢竟 犬隻 吠叫 攻擊 黑熊 接近 
 人類 聚落 比較 小心 動靜 調頭 離開 去年 4月 玉管處 巡查員 瓦拉米 步道 
 山風 2號 吊橋 瀑布 旁 發現 死亡 黑熊 個體 2021年 委託 屏科大 教授 黃美秀 團隊 繫放 
 追蹤 BB03 刀疤斯 左側 胸腔 背側 發現 子彈 應 遭 盜獵 射殺 

 玉管處 台灣 黑熊 保育 協會 合作 長期 研究 台灣 黑熊 黑熊 軌跡 判斷 隻 公 熊 應 112
 113年度 間 繫放 黑熊 個體 

 玉管處 表示 林保署 提供 影片 隻 公 熊 活動 外觀 尚 屬 正常 受傷 情形 
 研究 黑熊 戴 項圈 1 3 自動 脫落 玉管處 發現 項圈 故障 無法 順利 下載 
 黑熊 軌跡 研究 團隊 次 項圈 軌跡 消失 地點 搜索 包括 清水 部落 南安 地區 周邊 獲 
 

 玉管處 林保署 合作 接獲 通報 研究 團隊 即時 通報 地點 周邊 放置 簡訊 相機 
過 黑熊 活動 範圍 廣 天 行走 30 40 公里 範圍 覓食 難以 順利 捕捉 

 目前 隻 黑熊 係 林保署 先 驅趕 玉管處 專家 討論 放置 相機 監測 發現 黑熊 回來 
 立即 捕捉 解下 頸圈",
M.1744993643.A.EE8,"最近 沒 好看 電影 
 
 比較 有趣 好像 兩 部 

 無線 殺機  vs  復仇 反擊戰 
 
 已經 看過 推薦 一下 
 
 部 比較 精彩 ? 

--",
M.1744964445.A.722,"欸 
 老闆 本來 康熙朝 太子 胤礽 
 太子 一直 八爺 對付 
 鬥爭 限於 皇子 之間 
 大臣 過多 牽涉進去 
 
 後來 八爺 胤禩 誘審 肖國興 指認 太子 
 八爺 黨 老 十四 胤 偽造 手諭 誣陷 太子 
 太子 司法 迫害 搞 下去 八爺 加封為 郡王 
 
 八爺 陷害 太子 事 康熙 知悉 
 太子 復立 八爺 失去 聖心 
 
 次 上位 太子 知道 吃錯 藥 
 砲火 對準 朝臣 找 支持 八爺 官員 麻煩 
 報復 八爺黨 司法 迫害 
 幫 老臣 勸戒 反 罰跪 老四 胤禛 氣走 

 現在 太子 腦筋 動到 皇上 身 
 好像 政變 逼 皇上 退位 跡象 
 船 
-----
Sent  from  Meow Ptt  on  my  iPad 


--",
M.1745041481.A.521,"老實說 家 三角 飯糰 
 價位 60 ~ 70 左右 
 飯糰 算 工整 精緻 
 賣爆 
 能夠 負擔 五萬 房租 
 
 不起眼 社會 新聞 
 證明 高雄 民生 經濟 越來越 活絡 
 
 歐洲人 夜市 賣 蛋糕 
 紅 很多 夜市 沒 排隊 
 
 證明 
 台灣 窮途末路 真的 難 
 
--
 
 欸   真的 
                   
 ... 
 ! 

--",
M.1744975765.A.4D8,"倒閣 藍 綠 雙贏 
 行政院長 下臺 清德宗 宣布 解散 國會 
 藍營 直接 適任 院長 抓下來 
 綠營 直接 罷掉 藍 白 立委 
 整 立法院 生態 重組 
 罷免 一直 想要 
 綠營 應該 支持 
 說對 
 
--",
M.1744977495.A.BF6,"其實 美國 應該 照顧 美國 自己人 
 想 
 間 工廠 假設 基層 員工 主任 經理 協理 總經理 
 
 假設 帶 10 
1 總經理 10 協理 
10 協理 100 經理 
 100 經理 1000 主任 
 1000 主任 10000 基層 員工 
 
 美國人 原本 協理 總經理 
 管理 亞洲 供應鏈 眾多 員工 
 美國 白領 有錢 
 沒 錢 中西部 窮 州 
 海 
 
 美國 應該 人口 流動 
 美國 混 下去 
 很多 機會 國外 主任 基層 員工 
 美國 椅子 經理 坐 
 國家 本事 
 歡迎 美國 經理 
 賺 金融 賺 亞洲 供應鏈 錢 
 
 現在 窮人 美國人 走 
 選票 
 選出 智障 恢復 製造業 
 搶 越南 製鞋 生產線 
 搶 消費 電子 生產線 
 知道 
 
 趕快 弄 管道 窮人 美國人 出國 教 英文 
 東南亞 外國人 英文 優勢 找 工作 
 整體 流動 
 
 選 正解 




--",
M.1745036039.A.8A7,"美國 重要 智庫   陸軍 戰爭 學院 UAWC 2021年 發表 下載 次數 最多 論文 提議 

 台灣 美國 指導 序 台灣 南北 晶圓 廠區 完全 炸毀 美國 發射 善意 飛彈 協助 炸毀 

 台灣 晶圓業 全 毀 搞不好 中國 覺得 台灣 失去 佔領 魅力 
 
 台海 有事 外交 介入 一定 記者會 問到 發言人 回答 記者 問題 算是 種 外交 介入 

 美軍 第一 時間 一定 畢竟 撤僑 

 幫 台軍 代為 作戰 懲戒 壞壞 中國 
 
 川大帝 台海 戰事 美國 晶圓業 大大 好事 嘻嘻",
M.1744979314.A.862,棄,
M.1745001426.A.D64,"愛 罷免   大安 419 民主 音樂 宣講會   雙 北 罷團 大聯合   連署書 守護 民主 
 
 Newtalk 新聞   | 劉福全   綜合 報導 
 
 [ Newtalk 新聞 ]   全 台 罷免潮 遍 烽火 第二 階段 連署 進入 最後 衝刺 階段 率先 宣布 階 
 連署 達標 發起 罷免 國民黨 立委 羅智強 大安 強強 滾 團隊 19日 舉辦 愛 罷免 
 大安 民主 音樂 宣講會 邀請 民眾 音樂 宣講 連署書 一起 守護 民主 

 階 最後 衝刺 雙北 罷團 聯合 大安 強強 滾 表示 19日 下午 2點 晚上 9點 北
市 安和路 一段 敦化南路 口 帶來 場 結合 音樂 宣講 盛會 愛 罷免   大安 民
 主 音樂 宣講會 雙北 選區 鬥陣 連署 花蓮 罷 傅崐萁 代收 公民 音樂 團體 
   重量級 金曲 創作人 重磅 民主 旗手 護 台 反共   大獻唱  ×  宣講 

 反共 護 台大 宣講 名單 包括 聯電 創辦人 曹興誠 民進黨 立委 陳培瑜 范雲 台北市 議員 王
閔生 簡舒培 趙怡翔 政治 評論員 陳柏惟 

 護 台 反共 獻唱 陣容 包括 流氓 阿德 台語 金曲 歌王 楊舒雅 饒舌 音樂 創作人 黃
靜雅 傳藝 金曲獎 最佳 作詞人 宋楚琳 橘子 20  超級 星光 大道 亞軍 裝咖人 
Tsng-kha-l âng 獨立 音樂咖 圓仔花 樂團 獨立 音樂咖 青鳥 管絃 樂團 大安 強 
強滾 合唱團 

 大安 強強滾 指出 音樂人 造哥 史萊姆特 罷免 譜曲 作詞 專屬 羅智強 
 麥 擱 甲 騙 曲 明天 愛 罷免   大安 民主 音樂 宣講會 全球 首發 齊唱 
 

 大安 強強滾 日前 推出 罷免 金曲 站鬥陣 短短 數 天 突破 萬 次 點閱 19日 
 愛 罷免   大安 民主 音樂 宣講會 大安 強強滾 合唱團 首度 現場 獻唱 站 鬥陣 
 邀請 現場 一起 放聲 高唱 唱出 台灣 民主 熱愛 

 大安 強強滾 強調 場 愛 自由 民主 正義 嘉年華會 音樂 宣講 
 連署書 傳達 滿滿 信念 安定感 關鍵 時刻 音樂 傳達 理念 愛 參與 政治 
 一起 守護 民主 溫柔 堅定 方式 守護 台灣",
